topic,title,pdf_url
化工行业,化工行业2018年年报及2019年一季报综述：行业整体景气高位回落‚关注供需预期变化,http://pdf.dfcfw.com/pdf/H3_XB201905051326671109_1.pdf
电子元件,半导体集成电路产业基金投资布局：砥砺前行‚助力产业,http://pdf.dfcfw.com/pdf/H3_AP201905051326608713_1.pdf
食品饮料,"新型烟草行业研究：国际新型烟草行业迎来""强心剂""‚国内政策东风或也渐行渐近",http://pdf.dfcfw.com/pdf/H3_AP201905051326608716_1.pdf
农牧饲渔,农林牧渔2019年4月第5期周报：新榨季主产国减产确定性提升‚坚定看好糖价反转,http://pdf.dfcfw.com/pdf/H3_AP201905051326608719_1.pdf
房地产,房地产行业周报：五一小长假致成交波动‚资金端持续改善,http://pdf.dfcfw.com/pdf/H3_AP201905051326608724_1.pdf
造纸印刷,轻工造纸行业深度研究：4Q18家用轻工出现亏损‚包装印刷亮点多,http://pdf.dfcfw.com/pdf/H3_AP201905051326608715_1.pdf
输配电气,新能源点评15：关于完善光伏发电上网电价机制有关问题的通知：补贴政策符合预期‚量价环比拐点明确,http://pdf.dfcfw.com/pdf/H3_AP201905051326608722_1.pdf
电子信息,计算机：科技成竞争核心‚安可为必经之路,http://pdf.dfcfw.com/pdf/H3_AP201905051326608718_1.pdf
钢铁行业,钢铁行业月度跟踪报告：供需博弈趋缓‚钢价波动或收敛,http://pdf.dfcfw.com/pdf/H3_AP201905051326608720_1.pdf
石油行业,大炼化聚酯产业链周报：长丝产销回升‚开工维持高位,http://pdf.dfcfw.com/pdf/H3_AP201905051326608717_1.pdf
装修装饰,建筑装饰行业深度：19Q1盈利明显加速‚低估值优势显著,http://pdf.dfcfw.com/pdf/H3_AP201905051326608723_1.pdf
医药制造,医药行业2018年报/2019一季报总结：【行业整体承压‚板块分化明显‚部分细分领域保持高景气状态】,http://pdf.dfcfw.com/pdf/H3_AP201905051326608725_1.pdf
输配电气,电气设备行业深度研究：价格强势将持续‚看好光伏玻璃版块,http://pdf.dfcfw.com/pdf/H3_AP201905051326608733_1.pdf
电子信息,计算机行业Q1总结：金融IT提速‚云计算、医疗信息化延续高景气,http://pdf.dfcfw.com/pdf/H3_AP201905051326608731_1.pdf
银行,银行业周报164期：政策低于预期‚1季报超预期,http://pdf.dfcfw.com/pdf/H3_AP201905051326608729_1.pdf
医药制造,医药行业分析：2018年&2019一季报总结：政策继续加码‚行业洗牌后有望轻装前行,http://pdf.dfcfw.com/pdf/H3_AP201905051326608732_1.pdf
有色金属,有色金属行业数据周报：超级周再袭‚黄金避险溢价或回归,http://pdf.dfcfw.com/pdf/H3_AP201905051326608738_1.pdf
电子元件,电子元器件：2019年4月：杨重贵战朔州、曹孟德退斜谷,http://pdf.dfcfw.com/pdf/H3_AP201905051326608730_1.pdf
造纸印刷,轻工制造专题研究报告：2018年报轻工行业基金持仓分析,http://pdf.dfcfw.com/pdf/H3_AP201905051326608742_1.pdf
保险,保险行业2019年一季报综述：投资大涨保费回暖‚利润大增估值提升,http://pdf.dfcfw.com/pdf/H3_AP201905051326608739_1.pdf
文化传媒,娱乐消费特征专题研究之一：年轻族群的12个娱乐习惯及消费特征,http://pdf.dfcfw.com/pdf/H3_AP201905051326608736_1.pdf
家电行业,家电行业周报：龙头优势凸显‚静待表观景气回升,http://pdf.dfcfw.com/pdf/H3_AP201905051326654836_1.pdf
银行,"商业银行金融资产风险分类暂行办法（征求意见稿）点评：不良认定更加审慎‚""以丰补歉""强化逆周期调节",http://pdf.dfcfw.com/pdf/H3_AP201905051326608737_1.pdf
输配电气,电力设备与新能源行业4月第5周周报：国网下发泛在电力物联网2019年建设方案,http://pdf.dfcfw.com/pdf/H3_AP201905051326608740_1.pdf
旅游酒店,旅游行业年报总结：免税维持高景气‚休闲度假、酒店可圈可点,http://pdf.dfcfw.com/pdf/H3_AP201905051326608743_1.pdf
券商信托,非银金融行业动态：投资负债双边改善‚保险板块迎最佳配置窗口,http://pdf.dfcfw.com/pdf/H3_AP201905051326608748_1.pdf
钢铁行业,钢铁行业2018年报&2019Q1季报总结：盈利由高估回归合理,http://pdf.dfcfw.com/pdf/H3_AP201905051326608741_1.pdf
商业百货,商业贸易行业动态：19Q1基金超配零售板块‚重仓标的集中度显著提升‚关注优质龙头投资机会,http://pdf.dfcfw.com/pdf/H3_AP201905051326608752_1.pdf
汽车行业,汽车行业周报：四月周度数据表现弱势‚市场调整压力大,http://pdf.dfcfw.com/pdf/H3_AP201905051326654832_1.pdf
钢铁行业,钢铁行业动态：盈利大幅下降的一季报也隐含着钢企强弱分化在加剧,http://pdf.dfcfw.com/pdf/H3_AP201905051326608749_1.pdf
纺织服装,纺织服装行业动态：19Q1纺服重仓基金数及重仓市值大增‚板块热度显著提升,http://pdf.dfcfw.com/pdf/H3_AP201905051326608750_1.pdf
电子元件,电子行业动态：华为一季度手机发货量大增‚产业链电子公司持续受益,http://pdf.dfcfw.com/pdf/H3_AP201905051326608751_1.pdf
公用事业,公用事业周报：一季度天然气消费量增长12%；市场电占比持续增长；关注公用防御价值,http://pdf.dfcfw.com/pdf/H3_AP201905051326611684_1.pdf
电子信息,计算机行业周报：全球云计算表现出色‚关注产业链机会,http://pdf.dfcfw.com/pdf/H3_AP201905051326654831_1.pdf
通讯行业,华为深度报告：通信巨头华为的崛起之路,http://pdf.dfcfw.com/pdf/H3_AP201905051326632096_1.pdf
输配电气,"新能源行业2019年中期投资策略：政策明朗‚""风光""无限‚新能源发电迎来新成长",http://pdf.dfcfw.com/pdf/H3_AP201905051326634948_1.pdf
旅游酒店,休闲服务：五一出游火热‚市内免税双店同开,http://pdf.dfcfw.com/pdf/H3_AP201905051326659890_1.pdf
造纸印刷,2018年报轻工行业基金持仓分析,http://pdf.dfcfw.com/pdf/H3_AP201905051326635483_1.pdf
电子信息,计算机行业2019年中期投资策略：拥抱核心技术‚掘金产业互联网,http://pdf.dfcfw.com/pdf/H3_AP201905051326635486_1.pdf
文化传媒,游戏行业周报：一季报披露完毕‚板块收入持续增长,http://pdf.dfcfw.com/pdf/H3_AP201905051326635487_1.pdf
航天航空,军工行业2019年中期投资策略：基本面持续改善铸坚实之盾‚改革深化落地造锋利之矛,http://pdf.dfcfw.com/pdf/H3_AP201905051326634949_1.pdf
纺织服装,纺织服装行业4月第五周周报：欧美快时尚品牌在华发展承压‚Forever21关闭电商旗舰店,http://pdf.dfcfw.com/pdf/H3_AP201905051326635488_1.pdf
航天航空,国防军工周报：韩国军队率先引进5G技术‚拟在军校运用虚拟现实技术开展训练,http://pdf.dfcfw.com/pdf/H3_AP201905051326635495_1.pdf
通讯行业,通信行业周报：1Q19基金持仓分析：通信行业维持低配‚中兴通讯个股持仓最高,http://pdf.dfcfw.com/pdf/H3_AP201905051326635493_1.pdf
医药制造,医药零售专题研究报告：政策推动医药零售行业整合‚看好龙头药店发展前景,http://pdf.dfcfw.com/pdf/H3_AP201905051326635499_1.pdf
商业百货,商贸零售周报：京东物流年亏损23亿元‚亚马逊退出中国市场,http://pdf.dfcfw.com/pdf/H3_AP201905051326635500_1.pdf
化工行业,化工行业中长期观点：化工行业将在变革中蜕变,http://pdf.dfcfw.com/pdf/H3_AP201905051326635498_1.pdf
输配电气,光伏行业周报：协鑫、通威年报公布‚龙头业绩稳健,http://pdf.dfcfw.com/pdf/H3_AP201905051326635503_1.pdf
商业百货,商贸零售周报：永辉、南极电商业绩亮眼‚瑞幸咖啡赴美上市,http://pdf.dfcfw.com/pdf/H3_AP201905051326635496_1.pdf
家电行业,家电周报2019第14期：3月冰箱竞争加剧‚高清电视落地生根,http://pdf.dfcfw.com/pdf/H3_AP201905051326635489_1.pdf
房地产,2019年房地产行业第16周周报：新开工支撑投资增速‚销售如期回暖,http://pdf.dfcfw.com/pdf/H3_AP201905051326635501_1.pdf
电子信息,计算机行业周报：数字中国开幕在即‚关注相关主题机会,http://pdf.dfcfw.com/pdf/H3_AP201905051326672739_1.pdf
汽车行业,汽车行业周报（第十七周）,http://pdf.dfcfw.com/pdf/H3_AP201905051326640234_1.pdf
输配电气,电力设备行业动态分析：电力设备光伏迈向成长‚泛在加速落地,http://pdf.dfcfw.com/pdf/H3_AP201905051326642890_1.pdf
银行,银行行业简评：社融超预期‚M2创新高,http://pdf.dfcfw.com/pdf/H3_AP201905051326640320_1.pdf
食品饮料,食品饮料行业周报（第十六周）,http://pdf.dfcfw.com/pdf/H3_AP201905051326643438_1.pdf
券商信托,证券行业2019年一季报综述：行情回暖自营放大业绩弹性‚券商拥抱行业春天,http://pdf.dfcfw.com/pdf/H3_AP201905051326644924_1.pdf
机械行业,机械设备行业周报：线性驱动专题：多领域应用‚巨头入局加速渗透,http://pdf.dfcfw.com/pdf/H3_AP201905051326644920_1.pdf
钢铁行业,钢铁板块2018年报及2019年一季报综述：钢铁行业盈利创历史新高后回归理性,http://pdf.dfcfw.com/pdf/H3_AP201905051326644922_1.pdf
文化传媒,中泰证券-教育行业年报&一季报总结:细分领域龙头价值凸显-190505,http://pdf.dfcfw.com/pdf/H3_AP201905051326644923_1.pdf
水泥建材,建筑材料行业2018年年报及2019年一季报综述：水泥引领行业‚业绩持续靓丽,http://pdf.dfcfw.com/pdf/H3_AP201905051326644918_1.pdf
输配电气,电气设备行业周报：一季度各环节龙头公司业绩高增‚光伏电价政策基本符合预期,http://pdf.dfcfw.com/pdf/H3_AP201905051326644919_1.pdf
交运物流,交通运输：19Q1盈利增速提升‚航空、航运业绩改善,http://pdf.dfcfw.com/pdf/H3_AP201905051326644921_1.pdf
房地产,房地产行业周报：4月房企销售靓丽‚土地市场升温‚政策有紧有松,http://pdf.dfcfw.com/pdf/H3_AP201905051326652733_1.pdf
造纸印刷,轻工制造行业2019年一季报总结：2019Q1行业业绩增速承压‚家具文娱珠宝子板块情况较Q4环比有所改善,http://pdf.dfcfw.com/pdf/H3_AP201905051326652737_1.pdf
银行,上市银行2019年一季报综述：银行业绩之春‚资金暖风仲夏,http://pdf.dfcfw.com/pdf/H3_AP201905051326654692_1.pdf
水泥建材,建材行业周报（第十八周）,http://pdf.dfcfw.com/pdf/H3_AP201905051326654693_1.pdf
机械行业,机械设备行业周报（第十八周）,http://pdf.dfcfw.com/pdf/H3_AP201905051326654695_1.pdf
房地产,房地产：百强房企2019年4月销售数据点-4月销售热度延续‚优质二线成长弹性依旧,http://pdf.dfcfw.com/pdf/H3_AP201905051326654439_1.pdf
汽车行业,新能源汽车2019年中期投资策略：新能源汽车高端化趋势：新的机遇与挑战,http://pdf.dfcfw.com/pdf/H3_AP201905051326654827_1.pdf
房地产,房地产行业2019年中期投资策略：回归本源‚拾级而上,http://pdf.dfcfw.com/pdf/H3_AP201905051326654862_1.pdf
公用事业,电力设备行业,http://pdf.dfcfw.com/pdf/H3_AP201905051326655573_1.pdf
航天航空,航天军工行业周报（第十八周）,http://pdf.dfcfw.com/pdf/H3_AP201905051326655883_1.pdf
工程建设,建筑行业周报（第十八周）,http://pdf.dfcfw.com/pdf/H3_AP201905051326655884_1.pdf
文教休闲,休闲服务行业动态分析：同程艺龙2018年业绩亮眼‚尽享流量红利,http://pdf.dfcfw.com/pdf/H3_AP201905051326658224_1.pdf
有色金属,有色金属行业周报（第十八周）,http://pdf.dfcfw.com/pdf/H3_AP201905051326658617_1.pdf
券商信托,证券行业2018年报暨一季报综述：否极泰来向上改善‚紧握优质券商,http://pdf.dfcfw.com/pdf/H3_AP201905051326658616_1.pdf
通讯行业,TMT一周谈之通信：联通设5G五大目标‚浙江5G加速,http://pdf.dfcfw.com/pdf/H3_AP201905051326658614_1.pdf
食品饮料,食品饮料行业2019年中期投资策略：守望价值高回报‚咬定龙头不放松,http://pdf.dfcfw.com/pdf/H3_AP201905051326658620_1.pdf
煤炭采选,煤炭行业周报：动力煤价格反弹‚业绩改善确定性增强,http://pdf.dfcfw.com/pdf/H3_AP201905051326658628_1.pdf
钢铁行业,钢铁行业2019年中期投资策略：雪落无痕‚雁过留声--论供给侧改革带来的行业永久性变革,http://pdf.dfcfw.com/pdf/H3_AP201905051326658621_1.pdf
文化传媒,传媒行业周报：19Q1手游行业环比增长8.5%‚把握5月起头部手游陆续上线节奏,http://pdf.dfcfw.com/pdf/H3_AP201905051326659668_1.pdf
纺织服装,纺织服装行业4月第五周周报：欧美快时尚品牌在华发展承压‚Forever 21关闭电商旗舰店,http://pdf.dfcfw.com/pdf/H3_AP201905051326659887_1.pdf
钢铁行业,钢铁行业周报：节前需求备货支撑‚钢价、矿价同步上涨,http://pdf.dfcfw.com/pdf/H3_AP201905051326659935_1.pdf
券商信托,非银行金融行业周报（第十八周）,http://pdf.dfcfw.com/pdf/H3_AP201905051326659937_1.pdf
医药制造,医药生物行业周报：政策面或继续趋紧‚关注行业分化,http://pdf.dfcfw.com/pdf/H3_AP201905051326676616_1.pdf
材料行业,建筑行业18年报及19Q1季报总结：费用侵蚀利润‚19Q2基本面或企稳,http://pdf.dfcfw.com/pdf/H3_AP201905051326659938_1.pdf
农牧饲渔,农业2019年中期投资策略：猪价步入趋势性上涨阶段‚继续推荐畜禽养殖,http://pdf.dfcfw.com/pdf/H3_AP201905051326658626_1.pdf
造纸印刷,新型烟草行业深度：FDA批准IQOS在美销售后‚对全球新型烟草产业链的影响,http://pdf.dfcfw.com/pdf/H3_AP201905051326659939_1.pdf
医药制造,医药生物行业周报：年报季报验证医药从野蛮扩张到结构优化、‚继续推荐医药流通,http://pdf.dfcfw.com/pdf/H3_AP201905051326659936_1.pdf
医药制造,生物医药2019年4月策略报告：回归价值‚重视估值优势,http://pdf.dfcfw.com/pdf/H3_AP201905051326661317_1.pdf
航天航空,国防军工行业周报：军工板块一季报超市场预期‚建议加强配置主机厂龙头标的,http://pdf.dfcfw.com/pdf/H3_AP201905051326659940_1.pdf
交运物流,航空运输行业点评报告：客座率整体水平较高‚期待旺季票价弹性,http://pdf.dfcfw.com/pdf/H3_AP201905051326677089_1.pdf
电子信息,中国信息流广告市场专题分析2019,http://pdf.dfcfw.com/pdf/H3_AP201905051326660790_1.pdf
交运物流,交通运输行业2019年中期投资策略：消费视角看交运‚正值潜力释放期,http://pdf.dfcfw.com/pdf/H3_AP201905051326659947_1.pdf
医疗行业,中国医疗AI市场发展专题分析2019（上篇）,http://pdf.dfcfw.com/pdf/H3_AP201905051326663212_1.pdf
家电行业,家电行业2019年中期投资策略：观日本‚映中国：借他山之石‚琢己身之玉,http://pdf.dfcfw.com/pdf/H3_AP201905051326663217_1.pdf
银行,银行行业点评：真正看懂银行一季报：营收高增长是否可持续？,http://pdf.dfcfw.com/pdf/H3_AP201905051326663214_1.pdf
银行,银行业2018年报及2019年一季报综述：压力如期显现,http://pdf.dfcfw.com/pdf/H3_AP201905051326663213_1.pdf
房地产,4月房企销售点评：销售涨幅稳中有升‚二线蓝筹弹性更优,http://pdf.dfcfw.com/pdf/H3_AP201905051326663218_1.pdf
电子元件,LED行业月报：LED台企营收同比难转正‚行业底部持续,http://pdf.dfcfw.com/pdf/H3_AP201905051326663221_1.pdf
文化传媒,中国影视综内容投资价值研究报告,http://pdf.dfcfw.com/pdf/H3_AP201905051326663211_1.pdf
文化传媒,传媒行业研究周报：五月策略：低估值游戏为盾‚稀缺主题为矛灵活应对,http://pdf.dfcfw.com/pdf/H3_AP201905051326664504_1.pdf
交运物流,交通运输行业深度：19Q1盈利增速提升‚航空、航运业绩改善,http://pdf.dfcfw.com/pdf/H3_AP201905051326664506_1.pdf
机械行业,机械设备行业周报（第十八周）,http://pdf.dfcfw.com/pdf/H3_AP201905051326664509_1.pdf
造纸印刷,轻工造纸行业周报：IQOS美国上市在即‚重点推荐劲嘉股份,http://pdf.dfcfw.com/pdf/H3_AP201905051326664507_1.pdf
公用事业,公用事业行业周报（第十八周）,http://pdf.dfcfw.com/pdf/H3_AP201905051326664505_1.pdf
机械行业,机械设备行业月报：2019年光伏补贴政策落地‚关注设备环节投资机会,http://pdf.dfcfw.com/pdf/H3_AP201905051326664508_1.pdf
通讯行业,通信行业动态：韩美角力5G‚中国5G有望提速‚牌照行情仍值关注,http://pdf.dfcfw.com/pdf/H3_AP201905051326666738_1.pdf
文化传媒,传媒行业动：融媒体发展热点持续‚关注重点手游持续性表现及新品上线进程,http://pdf.dfcfw.com/pdf/H3_AP201905051326666739_1.pdf
航天航空,国防军工行业专题研究：19Q1军工持仓下降‚航天与国防信息化热度提升,http://pdf.dfcfw.com/pdf/H3_AP201905051326670291_1.pdf
电子信息,计算机行业2018年报&2019一季报综述：商誉减值拖累2018‚2019值得期待,http://pdf.dfcfw.com/pdf/H3_AP201905051326670292_1.pdf
交运物流,交通运输行业周报（第十八周）,http://pdf.dfcfw.com/pdf/H3_AP201905051326670295_1.pdf
通讯行业,通信2018年年报、2019年一季报总结及基金持仓分析：业绩反转已现‚基金持仓占比触底反弹‚板块估值回升,http://pdf.dfcfw.com/pdf/H3_AP201905051326658619_1.pdf
交运物流,交通运输行业周报：五一假期航空出行需求明显提升,http://pdf.dfcfw.com/pdf/H3_AP201905051326670294_1.pdf
航天航空,军工行业卫星互联网系列之二：卫星互联网或将伴随5G时代同步到来,http://pdf.dfcfw.com/pdf/H3_AP201905051326670293_1.pdf
银行,银行业周报162期：政策仍会在场‚巩固才是关键,http://pdf.dfcfw.com/pdf/H3_AP201905051326667292_1.pdf
食品饮料,食品饮料行业周报：白酒一季报业绩靓眼‚大众品盈利能力改善,http://pdf.dfcfw.com/pdf/H3_AP201905051326671335_1.pdf
医药制造,医药生物行业周报：年报季报验证医药从野蛮扩张到结构优化‚继续推荐医药流通,http://pdf.dfcfw.com/pdf/H3_AP201905051326671332_1.pdf
文化传媒,互联网传媒行业深度研究：乘风5G‚掘金文娱新大陆（更新）,http://pdf.dfcfw.com/pdf/H3_AP201905051326670596_1.pdf
汽车行业,汽车行业年报一季报总结：板块盈利能力筑底 把握弹性、布局成长,http://pdf.dfcfw.com/pdf/H3_AP201905051326671382_1.pdf
有色金属,有色金属行业周报：美国实施基建或将加速基本金属反弹‚持续关注中重稀土和磁材龙头,http://pdf.dfcfw.com/pdf/H3_AP201905051326676851_1.pdf
通讯行业,通信行业研究周报：19Q1移动互联网流量持续高速增长‚中移动实现固网侧用户反超,http://pdf.dfcfw.com/pdf/H3_AP201905051326671379_1.pdf
食品饮料,光大食品饮料行业周报：上市首日股价暴涨163%的Beyond Meat是何方神圣？,http://pdf.dfcfw.com/pdf/H3_AP201905051326671342_1.pdf
电子元件,半导体行业研究周报：财报季（半导体板块一季报总结）,http://pdf.dfcfw.com/pdf/H3_AP201905051326680826_1.pdf
文化传媒,海外科技教育行业周报：2018年全国教育经费增速超GDP‚社会资本投入增速超国家财政投入,http://pdf.dfcfw.com/pdf/H3_AP201905051326676858_1.pdf
通讯行业,通信行业2018年年报和2019年一季报总结：云物车高景气‚5G竞赛兴起,http://pdf.dfcfw.com/pdf/H3_AP201905051326680828_1.pdf
机械行业,工程机械行业周报：行业龙头一季度业绩大幅增长‚全年业绩有保障,http://pdf.dfcfw.com/pdf/H3_AP201905051326681460_1.pdf
交运物流,交通运输行业周报：各大机场发布一季报‚非航免税消费属性强,http://pdf.dfcfw.com/pdf/H3_AP201905051326681461_1.pdf
汽车行业,新能源汽车月报：3月新能源汽车销量为12.6万台同比增长82.6%‚锂电材料价格走向平稳,0
机械行业,机械行业周报：报表披露即将结束‚工程机械业绩高增长,http://pdf.dfcfw.com/pdf/H3_AP201904301324638192_1.pdf
食品饮料,食品饮料周报2019第17期：业绩开门红‚龙头真增长,http://pdf.dfcfw.com/pdf/H3_AP201904301324638191_1.pdf
文教休闲,休闲服务行业2019年周报第15期：2018年年报披露接近尾声‚白马股高增长趋势延续,http://pdf.dfcfw.com/pdf/H3_AP201904301324638195_1.pdf
输配电气,跨市场电力设备新能源行业周报：光伏需求仍看海外‚锂电产业链排产稳中有升,http://pdf.dfcfw.com/pdf/H3_AP201904301324638196_1.pdf
电子元件,电子行业周报：存储价格持续下滑‚英特尔、海力士相继调整战略,http://pdf.dfcfw.com/pdf/H3_AP201904301324638197_1.pdf
房地产,2019年第17周地产周报：销售回暖持续‚板块业绩表现优异,http://pdf.dfcfw.com/pdf/H3_AP201904301324638200_1.pdf
装修装饰,建筑装饰行业周报,http://pdf.dfcfw.com/pdf/H3_AP201904301324638198_1.pdf
化工行业,化工行业周报：维生素等继续涨价‚关注弱周期及消费细分行业,http://pdf.dfcfw.com/pdf/H3_AP201904301324638204_1.pdf
汽车行业,汽车行业周报：特斯拉发布自动驾驶芯片,http://pdf.dfcfw.com/pdf/H3_AP201904301324638201_1.pdf
医药制造,医药生物行业周报：估值重塑进程过半‚寻找周期成长双向结构性机会,http://pdf.dfcfw.com/pdf/H3_AP201904301324668559_1.pdf
输配电气,燃料电池系列报告之一：政策持续加码‚聚焦燃料电池行业投资机会,http://pdf.dfcfw.com/pdf/H3_AP201904301324679496_1.pdf
汽车行业,汽车行业周报：板块在等待促进政策落地中大跌,http://pdf.dfcfw.com/pdf/H3_AP201904301324680315_1.pdf
公用事业,公用事业及环保行业周报：浙江印发城市建成区重污染企业搬迁改造或关闭退出实施方案,http://pdf.dfcfw.com/pdf/H3_AP201904301324680316_1.pdf
银行,银行业2018年年报业绩综述：拨备力度加大 不良认定趋严,http://pdf.dfcfw.com/pdf/H3_AP201904301324680317_1.pdf
输配电气,氢能行业专题报告之加氢站篇：燃料电池汽车产业化初期‚基础设施先行,http://pdf.dfcfw.com/pdf/H3_AP201904301324680321_1.pdf
机械行业,机械深度报告：加氢储氢设备市场空间近千亿‚燃料电池商业化可期,http://pdf.dfcfw.com/pdf/H3_AP201904301324680319_1.pdf
银行,银行行业周报：一季报超预期 规模增长是主因,http://pdf.dfcfw.com/pdf/H3_AP201904301324680320_1.pdf
机械行业,机械设备行业周报：一带一路从规划到落地‚装备出海大势所趋,http://pdf.dfcfw.com/pdf/H3_AP201904301324685563_1.pdf
通讯行业,通信设备Ⅲ行业周报：多地政府5G规划出炉‚2020年5G远未到高峰,http://pdf.dfcfw.com/pdf/H3_AP201904301324689971_1.pdf
化工行业,化工行业周报：TDI价格大涨‚重点推荐硬科技板块,http://pdf.dfcfw.com/pdf/H3_AP201904301324689974_1.pdf
通讯行业,通信行业动态：浙江省力推‚拟2022年前建设5G基站8万个‚华为发布全球首款5G汽车通讯硬件,http://pdf.dfcfw.com/pdf/H3_AP201904301324708628_1.pdf
文化传媒,传媒：关注大众阅读及游戏板块‚财报密集披露期聚焦绩优与估值优势个股,http://pdf.dfcfw.com/pdf/H3_AP201904301324708629_1.pdf
商业百货,2019年3月化妆品电商数据跟踪报告：行业增速环比提升‚高端增长仍强劲,http://pdf.dfcfw.com/pdf/H3_AP201904301324749810_1.pdf
电子信息,计算机行业周报：数字中国峰会召开在即‚微软市值首破万亿,http://pdf.dfcfw.com/pdf/H3_AP201904301324749811_1.pdf
医药制造,医药周报2019第16期：医改引领创新‚布局估值合理高增长标的,http://pdf.dfcfw.com/pdf/H3_AP201904301324749809_1.pdf
水泥建材,建材行业周报：告诫会影响有限‚供需格局仍为全年关键,http://pdf.dfcfw.com/pdf/H3_AP201904301324749814_1.pdf
公用事业,公用事业行业事项点评：电化学储能累计装机突破1GW‚盈利模式仍缺失,http://pdf.dfcfw.com/pdf/H3_AP201904301324749817_1.pdf
公用事业,电力行业专题研究：重庆两江新区草根调研纪要,http://pdf.dfcfw.com/pdf/H3_AP201904301324749815_1.pdf
电子信息,IT行业周报：联通公布边缘计算产品招标结果‚共计30家合格供应商,http://pdf.dfcfw.com/pdf/H3_AP201904301324749808_1.pdf
券商信托,金融行业周报：板块1季报靓丽‚保险板块相对收益明显,http://pdf.dfcfw.com/pdf/H3_AP201904301324749813_1.pdf
造纸印刷,轻工制造行业2019年中期投资策略：品牌家居的白银时代‚渠道能力成取胜内核,http://pdf.dfcfw.com/pdf/H3_AP201904301324749816_1.pdf
输配电气,电气设备行业周报：硅料价格触底反弹‚三补齐发缓解锂电池资金压力,http://pdf.dfcfw.com/pdf/H3_AP201904301324749828_1.pdf
化工行业,原油系列报告之三：从美国对伊制裁‚看油价背后的各国博弈,http://pdf.dfcfw.com/pdf/H3_AP201904301324749835_1.pdf
电子元件,机器人行业研究周报：商誉减值是年报业绩下滑主因,http://pdf.dfcfw.com/pdf/H3_AP201904301324749847_1.pdf
煤炭采选,"煤炭开采行业专题研究：山西国资国企改革亮出新版""施工图""‚继续看好山西国改标的",http://pdf.dfcfw.com/pdf/H3_AP201904301324749850_1.pdf
文化传媒,移动互联网APP三月数据分析：用户红利渐行渐远‚时长争夺战开启,http://pdf.dfcfw.com/pdf/H3_AP201904301324753504_1.pdf
农牧饲渔,农林牧渔行业研究：如何看猪价上涨与疫情影响的对冲关系？,http://pdf.dfcfw.com/pdf/H3_AP201904301324753505_1.pdf
食品饮料,食品饮料行业四月第五周周报：季报收官持续提振板块信心‚滞涨品种有望五月集中爆发,http://pdf.dfcfw.com/pdf/H3_AP201904301324749848_1.pdf
电子元件,电子：半导体深度系列：化合物：5G+电动车驱动产业高速发展,http://pdf.dfcfw.com/pdf/H3_AP201904301324753507_1.pdf
水泥建材,非金属建材周报（19年第17周）：提价继续‚库存平稳‚北方环保限产持续,http://pdf.dfcfw.com/pdf/H3_AP201904301324753506_1.pdf
输配电气,电力设备新能源行业周报（第十七周）,http://pdf.dfcfw.com/pdf/H3_AP201904301324753508_1.pdf
汽车行业,新能源与汽车行业周报：铜铝供给收缩‚板块有望持续受益,http://pdf.dfcfw.com/pdf/H3_AP201904301324753503_1.pdf
造纸印刷,轻工制造2019Q1基金持仓分析：机构持仓分化明显‚家具龙头仍受青睐,http://pdf.dfcfw.com/pdf/H3_AP201904301324753512_1.pdf
公用事业,燃气水务行业周报：重庆主城区天然气价格下调,http://pdf.dfcfw.com/pdf/H3_AP201904301324753511_1.pdf
有色金属,"有色金属行业周报：下游消费""旺季不旺""‚关注供给收缩的铜铝板块",http://pdf.dfcfw.com/pdf/H3_AP201904301324753510_1.pdf
环保工程,环保行业四月行业动态报告：环保工作进入深化阶段‚未来将释放更多治理需求,http://pdf.dfcfw.com/pdf/H3_AP201904301324755603_1.pdf
银行,银行行业2019年半年度投资策略：乘大资金之浪‚紧握核心资产龙头,http://pdf.dfcfw.com/pdf/H3_AP201904301324755607_1.pdf
输配电气,电力设备与新能源行业周报：氢锂优势互补 光伏价格筑底,http://pdf.dfcfw.com/pdf/H3_AP201904301324758294_1.pdf
有色金属,有色金属周报：基本金属承压回调 电解铝行业利润修复在即,http://pdf.dfcfw.com/pdf/H3_AP201904301324758295_1.pdf
有色金属,有色金属行业周报：美国一季度GDP超预期‚但黄金韧性凸显,http://pdf.dfcfw.com/pdf/H3_AP201904301324755604_1.pdf
石油行业,"""炼化-化纤""产业链周报：PTA价差持续扩大‚涤纶长丝盈利略有下滑但仍处高位",http://pdf.dfcfw.com/pdf/H3_AP201904301324758302_1.pdf
电子信息,计算机行业周报：求生存重于求增长！,http://pdf.dfcfw.com/pdf/H3_AP201904301324759744_1.pdf
航天航空,军工行业周报：重点标的年报及一季报再次确认成长逻辑‚坚定看好军工全年投资价值,http://pdf.dfcfw.com/pdf/H3_AP201904301324759746_1.pdf
券商信托,证券行业2018年业绩综述：业绩深蹲起跳 自营弹性凸显,http://pdf.dfcfw.com/pdf/H3_AP201904301324759749_1.pdf
医药制造,【创板创新药估值研究报告】从整体到变量‚深度剖析科创板创新药估值体系,0
公用事业,公用事业周报：一季度天然气消费量增长12%；市场电占比持续增长；关注公用防御价值,http://pdf.dfcfw.com/pdf/H3_AP201904301324760434_1.pdf
机械行业,机械行业：一张图看懂科创板的高端装备,http://pdf.dfcfw.com/pdf/H3_AP201904301324759750_1.pdf
